Ingresos;Gastos;Producto_FK;Pais_FK;fecha
152317,7934;137983,5174;5;GTM;1/1/2018
77765,62447;57111,07461;1;GTM;1/1/2018
292546,873;288147,8919;4;GTM;1/1/2018
56535,1319;56488,55772;6;GTM;1/1/2018
26945,10673;18915,46492;2;GTM;1/1/2018
19119,65;17275,72458;7;HUN;1/1/2018
36354,26408;24442,78946;3;HUN;1/1/2018
70716,5137;72957,61605;5;HUN;1/1/2018
49877,34783;36629,92424;1;HUN;1/1/2018
130691,2785;117774,8312;4;HUN;1/1/2018
27241,71768;26601,53731;6;HUN;1/1/2018
15786,86697;10343,55524;2;HUN;1/1/2018
475620,1384;477442,8023;7;IDN;1/1/2018
873295,8395;684198,1804;3;IDN;1/1/2018
2373776,873;2502830,255;5;IDN;1/1/2018
870384,8533;622088,9228;1;IDN;1/1/2018
2807693,075;2413441,919;4;IDN;1/1/2018
741805,2727;794994,3967;6;IDN;1/1/2018
353814,981;263434,305;2;IDN;1/1/2018
1987718,589;1626315,209;7;IND;1/1/2018
2671918,459;1510214,781;3;IND;1/1/2018
8039611,792;7227529,793;5;IND;1/1/2018
3062709,254;1837625,552;1;IND;1/1/2018
14069320,64;12394401,51;4;IND;1/1/2018
2357163,667;2073168,044;6;IND;1/1/2018
1191053,599;765677,3135;2;IND;1/1/2018
10882,84713;9328,154686;7;IRL;1/1/2018
16642,27597;9406,503811;3;IRL;1/1/2018
36613,00714;30892,22478;5;IRL;1/1/2018
17258,65657;11307,39568;1;IRL;1/1/2018
82674,53226;71651,26129;4;IRL;1/1/2018
14687,16619;12896,04836;6;IRL;1/1/2018
8402,985246;4901,741393;2;IRL;1/1/2018
199357,2043;176957,5184;7;IRN;1/1/2018
288788,4735;181829,7796;3;IRN;1/1/2018
842737,2727;750128,7812;5;IRN;1/1/2018
323000,3484;211620,9179;1;IRN;1/1/2018
1426170,769;1375965,371;4;IRN;1/1/2018
288788,4735;257398,4221;6;IRN;1/1/2018
123931,9519;82621,30125;2;IRN;1/1/2018
19101,0856;16484,49853;7;ISR;1/1/2018
29133,40653;18343,25596;3;ISR;1/1/2018
70632,79137;62514,07972;5;ISR;1/1/2018
44225,03604;29483,35736;1;ISR;1/1/2018
104446,3617;89525,45289;4;ISR;1/1/2018
29751,38788;26291,92417;6;ISR;1/1/2018
14374,75549;8846,003379;2;ISR;1/1/2018
121188,6033;95940,97758;7;ITA;1/1/2018
211028,735;129863,8369;3;ITA;1/1/2018
643231,8173;536026,5144;5;ITA;1/1/2018
297316,04;198210,6933;1;ITA;1/1/2018
916385,0548;803251,0974;4;ITA;1/1/2018
173756,1273;155072,6727;6;ITA;1/1/2018
94352,76305;56611,65783;2;ITA;1/1/2018
241894,3067;189308,5878;7;JPN;1/1/2018
389553,7147;250427,388;3;JPN;1/1/2018
1085423,171;863908,2381;5;JPN;1/1/2018
461798,2218;296870,2855;1;JPN;1/1/2018
1840500,159;1464887,882;4;JPN;1/1/2018
319081,6859;255265,3487;6;JPN;1/1/2018
173253,0846;103951,8508;2;JPN;1/1/2018
97240,43074;88853,44359;7;KEN;1/1/2018
183676,3692;104194,5949;3;KEN;1/1/2018
474497,287;438195,3862;5;KEN;1/1/2018
213523,7792;119961,5414;1;KEN;1/1/2018
648679,8354;611612,4163;4;KEN;1/1/2018
168571,4046;152335,3167;6;KEN;1/1/2018
85409,51167;53807,99235;2;KEN;1/1/2018
108350,5136;98183,37633;7;KOR;1/1/2018
184517,7063;117339,5932;3;KOR;1/1/2018
447270,92;395803,2662;5;KOR;1/1/2018
249593,1473;169723,3402;1;KOR;1/1/2018
1075170,481;978405,1375;4;KOR;1/1/2018
147128,5921;129256,7955;6;KOR;1/1/2018
73953,52513;44002,34745;2;KOR;1/1/2018
277865,8453;251450,5468;7;MEX;1/1/2018
492434,0656;332392,9943;3;MEX;1/1/2018
1054053,083;949965,3407;5;MEX;1/1/2018
533641,9372;326855,6866;1;MEX;1/1/2018
2125673,717;1768397,019;4;MEX;1/1/2018
340107,7947;313517,5489;6;MEX;1/1/2018
171195,1987;115556,7591;2;MEX;1/1/2018
69073,56304;64580,29288;7;MYS;1/1/2018
91304,13506;55923,78272;3;MYS;1/1/2018
228588,7698;209573,1985;5;MYS;1/1/2018
149876,5991;97197,74998;1;MYS;1/1/2018
588404,4259;469700,2287;4;MYS;1/1/2018
98676,51863;89795,63196;6;MYS;1/1/2018
40892,97169;26004,90088;2;MYS;1/1/2018
338162,9818;293074,5842;7;NGA;1/1/2018
596120,641;353784,6413;3;NGA;1/1/2018
1291594,722;1180047,905;5;NGA;1/1/2018
628343,3784;390539,5767;1;NGA;1/1/2018
2906088,125;2615479,313;4;NGA;1/1/2018
531398,9714;485841,9585;6;NGA;1/1/2018
241231,6991;147754,4157;2;NGA;1/1/2018
11642,15254;10696,22765;7;NOR;1/1/2018
21298,82171;14233,48844;3;NOR;1/1/2018
37381,60544;32191,0776;5;NOR;1/1/2018
21634,23622;12594,88796;1;NOR;1/1/2018
64648,18824;59987,5049;4;NOR;1/1/2018
17444,74921;14671,95223;6;NOR;1/1/2018
7664,011158;5074,670245;2;NOR;1/1/2018
69122,06922;52131,35259;7;PER;1/1/2018
137492,8116;80344,90655;3;PER;1/1/2018
254684,6711;226924,042;5;PER;1/1/2018
179848,4171;107621,2928;1;PER;1/1/2018
379480,16;327037,6699;4;PER;1/1/2018
105119,1579;80667,37276;6;PER;1/1/2018
52559,57895;26490,02779;2;PER;1/1/2018
187854,9491;172059,7983;7;PHL;1/1/2018
385523,2164;255271,444;3;PHL;1/1/2018
1043638,606;939274,7455;5;PHL;1/1/2018
411634,3506;283176,0446;1;PHL;1/1/2018
1341821,065;1234972,351;4;PHL;1/1/2018
267668,9689;228665,7763;6;PHL;1/1/2018
166914,7367;99314,26832;2;PHL;1/1/2018
81374,85371;64701,6656;7;POL;1/1/2018
132699,5163;78004,23743;3;POL;1/1/2018
441370,1304;396994,5389;5;POL;1/1/2018
152082,5918;89398,11481;1;POL;1/1/2018
410162,1414;383480,887;4;POL;1/1/2018
126105,7516;114239,6561;6;POL;1/1/2018
57761,09815;35900,74408;2;POL;1/1/2018
22851,48283;20877,94568;7;PRT;1/1/2018
40184,11698;27117,35067;3;PRT;1/1/2018
74467,06993;63103,94667;5;PRT;1/1/2018
43287,76829;29495,38971;1;PRT;1/1/2018
115747,7283;96596,74049;4;PRT;1/1/2018
29335,5124;26036,2197;6;PRT;1/1/2018
14627,46016;8598,402671;2;PRT;1/1/2018
280821,7821;249962,2456;7;RUS;1/1/2018
542640,5865;295985,7744;3;RUS;1/1/2018
1312203,6;1277881,529;5;RUS;1/1/2018
647275,3184;353059,2646;1;RUS;1/1/2018
1977293,096;1965357,034;4;RUS;1/1/2018
379848,4105;332367,3592;6;RUS;1/1/2018
209191,8783;134480,4932;2;RUS;1/1/2018
92310,37895;69484,53979;7;SDN;1/1/2018
128208,8596;65943,94825;3;SDN;1/1/2018
292316,2;248540,9468;5;SDN;1/1/2018
184232,8992;111329,3091;1;SDN;1/1/2018
707216,6129;623064,9796;4;SDN;1/1/2018
116306,1804;94620,70545;6;SDN;1/1/2018
68298,17757;40348,46183;2;SDN;1/1/2018
16193,61315;14117,5089;7;SVK;1/1/2018
26833,64744;14636,53497;3;SVK;1/1/2018
62478,34328;48896,09474;5;SVK;1/1/2018
29273,06993;17075,95746;1;SVK;1/1/2018
87209,35417;73995,81566;4;SVK;1/1/2018
23716,9915;20123,50794;6;SVK;1/1/2018
11824,99718;6449,998459;2;SVK;1/1/2018
19168,11797;16772,10322;7;SWE;1/1/2018
30524,95087;19999,10574;3;SWE;1/1/2018
81243,33077;72216,29402;5;SWE;1/1/2018
44752,6822;28177,61472;1;SWE;1/1/2018
106683,1616;87632,59704;4;SWE;1/1/2018
32200,10061;28175,08803;6;SWE;1/1/2018
13386,10013;8428,285265;2;SWE;1/1/2018
176302,4967;142398,1704;7;THA;1/1/2018
271373,4676;166999,057;3;THA;1/1/2018
729471,7982;618945,7681;5;THA;1/1/2018
313041,0472;187824,6283;1;THA;1/1/2018
924563,093;828254,4375;4;THA;1/1/2018
250039,0755;216250,0112;6;THA;1/1/2018
123275,0791;73965,04744;2;THA;1/1/2018
164349,2744;143005,2127;7;TUR;1/1/2018
273734,0563;179343,0024;3;TUR;1/1/2018
751524,4091;670715,3328;5;TUR;1/1/2018
375762,2045;236591,0177;1;TUR;1/1/2018
1589763,173;1393496,115;4;TUR;1/1/2018
254362,1077;222566,8442;6;TUR;1/1/2018
116433,3592;77622,23944;2;TUR;1/1/2018
133481,4758;117777,7727;7;TZA;1/1/2018
183083,3535;117696,4415;3;TZA;1/1/2018
445592,5735;400123,9436;5;TZA;1/1/2018
219567,3551;141150,4425;1;TZA;1/1/2018
878269,4203;687341,2854;4;TZA;1/1/2018
163343,9084;143423,9195;6;TZA;1/1/2018
77494,36061;47688,8373;2;TZA;1/1/2018
103109,717;91778,97889;7;UKR;1/1/2018
153359,3892;100476,8412;3;UKR;1/1/2018
331928,5411;298735,687;5;UKR;1/1/2018
195409,5444;117245,7266;1;UKR;1/1/2018
682557,2817;612908,5795;4;UKR;1/1/2018
149112,5138;131569,8652;6;UKR;1/1/2018
67495,21866;42496,98953;2;UKR;1/1/2018
2914457,333;2503278,348;7;USA;1/1/2018
5682669,478;3344982,703;3;USA;1/1/2018
11657829,31;9898049,511;5;USA;1/1/2018
6005548,417;3829625,078;1;USA;1/1/2018
28311871,17;24199971,29;4;USA;1/1/2018
4054897,156;3427597,596;6;USA;1/1/2018
2048404,113;1233660,448;2;USA;1/1/2018
74971,95248;60271,56964;7;VEN;1/1/2018
116676,6077;71800,98936;3;VEN;1/1/2018
255538,2042;229726,2644;5;VEN;1/1/2018
122589,2736;73553,56419;1;VEN;1/1/2018
518377,5;446380,625;4;VEN;1/1/2018
105791,3265;93631,40394;6;VEN;1/1/2018
54078,12966;33278,84902;2;VEN;1/1/2018
68998,37389;60784,28176;7;YEM;1/1/2018
92270,01479;61513,3432;3;YEM;1/1/2018
249498,12;210514,0388;5;YEM;1/1/2018
152133;101422;1;YEM;1/1/2018
389840,8125;325932,4826;4;YEM;1/1/2018
90660,65407;72884,05523;6;YEM;1/1/2018
50628,67695;31877,31512;2;YEM;1/1/2018
135056,0473;107538,3777;7;ZAF;1/1/2018
227118,474;149898,1929;3;ZAF;1/1/2018
631127,2981;538179,4596;5;ZAF;1/1/2018
305289,4837;172183,2688;1;ZAF;1/1/2018
1312744,78;1086103,255;4;ZAF;1/1/2018
205116,3719;169937,5092;6;ZAF;1/1/2018
89546,02865;55518,53776;2;ZAF;1/1/2018
9939,323017;8662,112632;7;NZL;1/1/2018
16770,68435;11019,88585;3;NZL;1/1/2018
37869,1228;33473,59962;5;NZL;1/1/2018
20709,67653;12527,10325;1;NZL;1/1/2018
69298,20215;60753,72397;4;NZL;1/1/2018
15547,44045;14950,56831;6;NZL;1/1/2018
8059,103937;5135,42901;2;NZL;1/1/2018
58136,60958;51297,00845;7;AGO;1/1/2019
110378,2483;72316,78334;3;AGO;1/1/2019
230424,6642;199286,1961;5;AGO;1/1/2019
109611,7326;70464,68527;1;AGO;1/1/2019
415370,7763;367627,0089;4;AGO;1/1/2019
97132,85846;86908,34704;6;AGO;1/1/2019
49479,90439;32986,60293;2;AGO;1/1/2019
100965,1283;84137,60688;7;ARG;1/1/2019
134231,0954;80538,65723;3;ARG;1/1/2019
478803,701;388463,3801;5;ARG;1/1/2019
201056,0996;123726,8305;1;ARG;1/1/2019
473917,949;426047,4491;4;ARG;1/1/2019
116109,8975;102608,7466;6;ARG;1/1/2019
77021,49088;43533,88615;2;ARG;1/1/2019
63746,59956;51067,33085;7;AUS;1/1/2019
113887,2055;64536,08314;3;AUS;1/1/2019
297046,0103;214921,5251;5;AUS;1/1/2019
98004,97619;54279,67912;1;AUS;1/1/2019
472351,8525;361891,4899;4;AUS;1/1/2019
75824,90263;59604,13232;6;AUS;1/1/2019
44880,78349;22830,65943;2;AUS;1/1/2019
22981,92869;19602,2333;7;AUT;1/1/2019
34914,85321;23276,5688;3;AUT;1/1/2019
86455,82698;73154,93053;5;AUT;1/1/2019
36802,14257;22647,47235;1;AUT;1/1/2019
125211,8874;109753,6297;4;AUT;1/1/2019
29049,15787;26114,8995;6;AUT;1/1/2019
13789,15722;7521,358481;2;AUT;1/1/2019
39740,12179;33004,50792;7;BEL;1/1/2019
55611,93872;34222,73152;3;BEL;1/1/2019
144767,5865;119807,6578;5;BEL;1/1/2019
63116,66401;41352,29711;1;BEL;1/1/2019
233855,3321;201375,4248;4;BEL;1/1/2019
48641,90907;41041,61078;6;BEL;1/1/2019
23627,87034;13782,92436;2;BEL;1/1/2019
388136,1963;322350,4003;7;BRA;1/1/2019
659215,4444;359572,0606;3;BRA;1/1/2019
1674619,879;1492595,979;5;BRA;1/1/2019
887405,406;581403,5419;1;BRA;1/1/2019
2732274,539;2252928,129;4;BRA;1/1/2019
529726,6964;469530,4809;6;BRA;1/1/2019
277240,1402;151221,8946;2;BRA;1/1/2019
1193758,469;1044538,66;7;CAN;1/1/2019
1804611,465;1160107,37;3;CAN;1/1/2019
4861070,523;4374963,47;5;CAN;1/1/2019
2091390,806;1140758,622;1;CAN;1/1/2019
6744735,35;5960463,798;4;CAN;1/1/2019
1769110,911;1464091,789;6;CAN;1/1/2019
732128,6676;427075,0561;2;CAN;1/1/2019
17815,39308;15668,96017;7;CHE;1/1/2019
31578,90975;20689,63052;3;CHE;1/1/2019
79521,43636;67472,73388;5;CHE;1/1/2019
30692,48421;18887,68259;1;CHE;1/1/2019
99401,79545;89258,7551;4;CHE;1/1/2019
27681,51266;22032,22436;6;CHE;1/1/2019
11228,95764;7356,90328;2;CHE;1/1/2019
44058,62594;39217,01869;7;CHL;1/1/2019
69142,15044;46094,76696;3;CHL;1/1/2019
172346,9779;154012,1931;5;CHL;1/1/2019
95670,15918;60236,76689;1;CHL;1/1/2019
312522,52;260435,4333;4;CHL;1/1/2019
64041,5;57370,51042;6;CHL;1/1/2019
33012,94225;19257,54965;2;CHL;1/1/2019
1664384,381;1529153,15;7;CHN;1/1/2019
2454596,542;1688593,139;3;CHN;1/1/2019
5514660,24;5199536,798;5;CHN;1/1/2019
4135995,168;2454623,219;1;CHN;1/1/2019
9847607,564;8942692,275;4;CHN;1/1/2019
2739069,658;2419511,531;6;CHN;1/1/2019
1089853,8;646804,5378;2;CHN;1/1/2019
55501,43461;48894,12096;7;CMR;1/1/2019
98164,45907;60408,89789;3;CMR;1/1/2019
188932,9658;167463,3106;5;CMR;1/1/2019
115900,0546;77266,70308;1;CMR;1/1/2019
551684,26;478126,3587;4;CMR;1/1/2019
79723,15896;64681,0535;6;CMR;1/1/2019
42568,22994;24831,46746;2;CMR;1/1/2019
108965,1;91939,30312;7;COL;1/1/2019
190315,7568;111017,5248;3;COL;1/1/2019
380631,5137;313854,0552;5;COL;1/1/2019
201348,5543;113805,7046;1;COL;1/1/2019
740962,68;662136,863;4;COL;1/1/2019
163929,7965;145715,3746;6;COL;1/1/2019
91101,96885;51492,41718;2;COL;1/1/2019
9462,801085;8362,475377;7;CRI;1/1/2019
20602,08268;12017,88156;3;CRI;1/1/2019
48453,0463;42319,7493;5;CRI;1/1/2019
20361,59144;13340,35301;1;CRI;1/1/2019
59465,10227;50455,23829;4;CRI;1/1/2019
16880,41613;14743,65459;6;CRI;1/1/2019
8564,531915;4671,562863;2;CRI;1/1/2019
23362,47826;20953,97535;7;CZE;1/1/2019
37576,01399;20496,00763;3;CZE;1/1/2019
91074,0678;75895,0565;5;CZE;1/1/2019
48848,81818;26644,80992;1;CZE;1/1/2019
160399,1045;128319,2836;4;CZE;1/1/2019
29203,09783;23988,25893;6;CZE;1/1/2019
14802,67218;8881,603306;2;CZE;1/1/2019
2249092,929;1656573,275;7;DEU;1/1/2019
3629570,659;2153545,257;3;DEU;1/1/2019
8488512,024;6767789,926;5;DEU;1/1/2019
3544025,222;2020094,377;1;DEU;1/1/2019
11695283,23;10199957,73;4;DEU;1/1/2019
2748238,88;1903886,339;6;DEU;1/1/2019
1552471,226;780960,5253;2;DEU;1/1/2019
24669,91087;21991,4634;7;DOM;1/1/2019
32798,1474;19499,98945;3;DOM;1/1/2019
97828,9569;85725,02125;5;DOM;1/1/2019
39131,58276;25794,23497;1;DOM;1/1/2019
177314,9844;157616,0183;4;DOM;1/1/2019
31610,47075;31507,25289;6;DOM;1/1/2019
14853,61126;10704,84397;2;DOM;1/1/2019
97202,25702;85395,04168;7;DZA;1/1/2019
167303,513;101385,9289;3;DZA;1/1/2019
328501,0584;315802,2861;5;DZA;1/1/2019
180741,5462;128972,0033;1;DZA;1/1/2019
511416,4205;440570,2046;4;DZA;1/1/2019
119059,9074;104217,1056;6;DZA;1/1/2019
60571,52759;40425,88619;2;DZA;1/1/2019
34708,82558;29129,70325;7;ECU;1/1/2019
57403,05769;36014,17924;3;ECU;1/1/2019
184636,6392;163172,6299;5;ECU;1/1/2019
76865,897;48886,71049;1;ECU;1/1/2019
279839,9063;273236,9422;4;ECU;1/1/2019
48144,5;42971,76535;6;ECU;1/1/2019
23259,42078;13701,91333;2;ECU;1/1/2019
201185,0609;184515,4416;7;EGY;1/1/2019
383532,5693;270461,4859;3;EGY;1/1/2019
747468,5839;723175,855;5;EGY;1/1/2019
395379,1351;228601,0272;1;EGY;1/1/2019
1219085,667;1157857,431;4;EGY;1/1/2019
291746,9972;277576,4287;6;EGY;1/1/2019
140278,3507;101935,6015;2;EGY;1/1/2019
118666,8756;108561,8406;7;ESP;1/1/2019
193908,554;128195,0996;3;ESP;1/1/2019
469462,8149;421317,905;5;ESP;1/1/2019
196760,1504;131042,2601;1;ESP;1/1/2019
601334,3921;616969,0863;4;ESP;1/1/2019
149912,4955;146375,2344;6;ESP;1/1/2019
71263,33009;42757,99806;2;ESP;1/1/2019
18691,47117;16598,0264;7;FIN;1/1/2019
34950,96654;21723,36997;3;FIN;1/1/2019
95936,83673;96501,17107;5;FIN;1/1/2019
45201,00962;31391,32185;1;FIN;1/1/2019
109323,3721;97453,97741;4;FIN;1/1/2019
25548,39674;24397,34532;6;FIN;1/1/2019
14531,39104;8956,62102;2;FIN;1/1/2019
192039,3976;194399,8818;7;FRA;1/1/2019
273216,9347;157969,0641;3;FRA;1/1/2019
614253,6759;604324,6439;5;FRA;1/1/2019
378208,5952;242893,9645;1;FRA;1/1/2019
1574723,06;1425730,032;4;FRA;1/1/2019
248878,6445;222043,0342;6;FRA;1/1/2019
118157,9377;74439,50072;2;FRA;1/1/2019
141853,6805;133094,6611;7;GBR;1/1/2019
249177,1888;155627,6624;3;GBR;1/1/2019
688635,14;565603,5859;5;GBR;1/1/2019
350693,8213;212256,2876;1;GBR;1/1/2019
765150,1556;742690,3834;4;GBR;1/1/2019
199867,7187;183148,7184;6;GBR;1/1/2019
109307,1651;66128,04334;2;GBR;1/1/2019
36090,45815;34790,20606;7;GRC;1/1/2019
64255,16863;42879,61586;3;GRC;1/1/2019
163850,68;166649,4268;5;GRC;1/1/2019
55354,95946;38709,72315;1;GRC;1/1/2019
165505,7374;132614,2305;4;GRC;1/1/2019
48476,53254;44743,09375;6;GRC;1/1/2019
20819,65438;13517,16061;2;GRC;1/1/2019
37767,32172;35831,11703;7;GTM;1/1/2019
52658,43714;36123,68788;3;GTM;1/1/2019
169086,7248;173411,9252;5;GTM;1/1/2019
66777,00362;51002,84443;1;GTM;1/1/2019
347744,3962;319611,8746;4;GTM;1/1/2019
58509,3746;54247,75608;6;GTM;1/1/2019
24906,01757;18816,14047;2;GTM;1/1/2019
20485,33929;22003,98577;7;HUN;1/1/2019
30013,40407;23554,51951;3;HUN;1/1/2019
92184,02679;84176,16799;5;HUN;1/1/2019
37408,01087;28011,11854;1;HUN;1/1/2019
114717,9;111266,8032;4;HUN;1/1/2019
32569,75079;31774,80761;6;HUN;1/1/2019
13461,03129;9439,259742;2;HUN;1/1/2019
549716,7495;505314,1569;7;IDN;1/1/2019
772530,9349;546385,3792;3;IDN;1/1/2019
2807693,075;2645662,014;5;IDN;1/1/2019
1150288,352;768162,5617;1;IDN;1/1/2019
3001327,08;2851565,946;4;IDN;1/1/2019
858932,4211;841103,8176;6;IDN;1/1/2019
354295,0556;238042,6718;2;IDN;1/1/2019
2402730,279;2162457,251;7;IND;1/1/2019
4531384,862;3020923,241;3;IND;1/1/2019
9310579,833;8309442,216;5;IND;1/1/2019
4601367,639;2897157,403;1;IND;1/1/2019
16552141,93;13882441,61;4;IND;1/1/2019
3395311,164;3048850,841;6;IND;1/1/2019
1606137,761;988392,4683;2;IND;1/1/2019
11315,27815;9675,382762;7;IRL;1/1/2019
15439,21988;10115,35096;3;IRL;1/1/2019
39735,04651;32639,50249;5;IRL;1/1/2019
20585,62651;11228,52355;1;IRL;1/1/2019
65715,65385;54186,59177;4;IRL;1/1/2019
14900,64244;13364,49374;6;IRL;1/1/2019
6682,947849;4009,768709;2;IRL;1/1/2019
180703,8986;158666,8378;7;IRN;1/1/2019
269479,9419;176555,824;3;IRN;1/1/2019
707641,9847;553806,7707;5;IRN;1/1/2019
452200,4878;255591,5801;1;IRN;1/1/2019
996786,0215;973360,3028;4;IRN;1/1/2019
232917,3367;200567,7066;6;IRN;1/1/2019
139400,1504;81316,75439;2;IRN;1/1/2019
21023,46467;18550,11588;7;ISR;1/1/2019
35064,13571;22077,41878;3;ISR;1/1/2019
94403,44231;75522,75385;5;ISR;1/1/2019
35189,81362;23055,39513;1;ISR;1/1/2019
107889,6484;96767,00419;4;ISR;1/1/2019
25904,90237;22256,32458;6;ISR;1/1/2019
